subgroup,modeldate,startdate,enddate,pollster,samplesize,approve,disapprove
All polls,01/01/2020,5/23/2019,5/25/2019,Morning Consult,1995,39,57
All polls,01/01/2020,5/22/2019,5/25/2019,HarrisX,3000,45,55
All polls,01/01/2020,5/22/2019,5/26/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,5/22/2019,5/26/2019,CNBC/Hart Research/Public Opinion Strategies,800,40,50
All polls,01/01/2020,5/23/2019,5/24/2019,YouGov,1000,42,53
All polls,01/01/2020,5/23/2019,5/26/2019,HarrisX,3000,45,55
All polls,01/01/2020,5/23/2019,5/27/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,5/24/2019,5/26/2019,YouGov,1000,42,51
All polls,01/01/2020,5/24/2019,5/25/2019,HarrisX,1001,44,56
All polls,01/01/2020,5/26/2019,5/26/2019,YouGov,1000,42,51
All polls,01/01/2020,5/24/2019,5/27/2019,Morning Consult,2201,40,54
All polls,01/01/2020,5/26/2019,5/28/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,5/26/2019,5/28/2019,YouGov,1500,42,49
All polls,01/01/2020,5/25/2019,5/28/2019,HarrisX,3004,46,54
All polls,01/01/2020,5/26/2019,5/28/2019,YouGov,1000,42,51
All polls,01/01/2020,5/26/2019,5/29/2019,HarrisX,3007,46,54
All polls,01/01/2020,5/24/2019,5/31/2019,HarrisX,7012,46,54
All polls,01/01/2020,5/27/2019,5/28/2019,YouGov,1000,42,51
All polls,01/01/2020,5/27/2019,5/29/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,5/28/2019,5/29/2019,YouGov,1000,43,51
All polls,01/01/2020,5/28/2019,5/29/2019,Ipsos,1117,41,57
All polls,01/01/2020,5/27/2019,5/30/2019,HarrisX,3004,46,54
All polls,01/01/2020,5/28/2019,5/30/2019,Morning Consult,2200,41,54
All polls,01/01/2020,5/28/2019,5/30/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,5/29/2019,5/30/2019,YouGov,1000,40,52
All polls,01/01/2020,5/29/2019,5/30/2019,Harris Poll,1295,48,52
All polls,01/01/2020,5/28/2019,5/31/2019,CNN/SSRS,1006,43,52
All polls,01/01/2020,5/28/2019,5/31/2019,HarrisX,3007,46,54
All polls,01/01/2020,5/29/2019,06/02/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,5/29/2019,06/01/2019,HarrisX,3000,46,54
All polls,01/01/2020,5/30/2019,5/31/2019,YouGov,1000,42,54
All polls,01/01/2020,5/30/2019,06/03/2019,YouGov Blue/Data for Progress,1057,44,54
All polls,01/01/2020,5/30/2019,06/02/2019,HarrisX,3000,46,54
All polls,01/01/2020,5/31/2019,06/01/2019,YouGov,1000,43,49
All polls,01/01/2020,5/30/2019,06/03/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,5/31/2019,06/02/2019,Morning Consult,2200.5,41,53
All polls,01/01/2020,5/31/2019,06/02/2019,Morning Consult,1997,43,54
All polls,01/01/2020,5/31/2019,06/04/2019,Marist College,944,41,49
All polls,01/01/2020,5/31/2019,06/03/2019,HarrisX,3001,46,54
All polls,01/01/2020,5/29/2019,06/05/2019,Ipsos,4416,39,57
All polls,01/01/2020,5/31/2019,06/03/2019,Global Strategy Group/GBAO,1113,41,56
All polls,01/01/2020,06/01/2019,06/02/2019,YouGov,1000,41,51
All polls,01/01/2020,5/30/2019,06/04/2019,Kaiser Family Foundation,1206,43,55
All polls,01/01/2020,06/02/2019,06/04/2019,YouGov,1000,43,49
All polls,01/01/2020,5/30/2019,06/07/2019,IBD/TIPP,906,42,52
All polls,01/01/2020,06/02/2019,06/04/2019,YouGov,1500,42,50
All polls,01/01/2020,06/01/2019,06/04/2019,HarrisX,3003,46,54
All polls,01/01/2020,06/02/2019,06/04/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,06/02/2019,06/05/2019,HarrisX,3003,45,55
All polls,01/01/2020,06/04/2019,06/04/2019,YouGov,1000,44,48
All polls,01/01/2020,06/03/2019,06/05/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,5/31/2019,06/07/2019,HarrisX,7004,46,54
All polls,01/01/2020,06/04/2019,06/06/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,06/03/2019,06/06/2019,Basswood Research,1200,48.6,49.5
All polls,01/01/2020,06/04/2019,06/05/2019,YouGov,1000,42,52
All polls,01/01/2020,06/03/2019,06/06/2019,HarrisX,3003,45,55
All polls,01/01/2020,06/05/2019,06/06/2019,YouGov,1000,43,49
All polls,01/01/2020,06/03/2019,06/09/2019,SurveyMonkey,2579,45,53
All polls,01/01/2020,06/04/2019,06/07/2019,HarrisX,3001,46,54
All polls,01/01/2020,06/06/2019,06/07/2019,YouGov,1000,43,50
All polls,01/01/2020,06/05/2019,06/09/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,06/05/2019,06/08/2019,HarrisX,3000,45,55
All polls,01/01/2020,06/06/2019,06/10/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,06/06/2019,06/09/2019,Morning Consult,2200,40,54
All polls,01/01/2020,06/07/2019,06/09/2019,Morning Consult,1991,41,56
All polls,01/01/2020,06/07/2019,06/08/2019,HarrisX,1001,45,55
All polls,01/01/2020,06/06/2019,06/10/2019,Quinnipiac University,1214,42,53
All polls,01/01/2020,06/06/2019,06/10/2019,Morning Consult,2200,40,55
All polls,01/01/2020,06/06/2019,06/09/2019,HarrisX,3000,46,54
All polls,01/01/2020,06/06/2019,06/09/2019,Morning Consult,2201,40,54
All polls,01/01/2020,06/07/2019,06/08/2019,YouGov,1000,44,50
All polls,01/01/2020,06/07/2019,06/10/2019,HarrisX,3007,45,55
All polls,01/01/2020,06/08/2019,06/09/2019,YouGov,1000,42,50
All polls,01/01/2020,06/09/2019,06/11/2019,YouGov,1500,42,49
All polls,01/01/2020,06/08/2019,06/12/2019,Civiqs,1559,44,53
All polls,01/01/2020,06/03/2019,6/16/2019,Gallup,1015,43,55
All polls,01/01/2020,06/09/2019,06/11/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,06/08/2019,06/11/2019,NBC News/Wall Street Journal,1000,44,53
All polls,01/01/2020,06/08/2019,06/11/2019,HarrisX,3007,44,56
All polls,01/01/2020,06/09/2019,06/10/2019,YouGov,1000,42,52
All polls,01/01/2020,06/07/2019,6/14/2019,HarrisX,7012,45,55
All polls,01/01/2020,06/10/2019,06/12/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,47
All polls,01/01/2020,06/09/2019,06/12/2019,Fox News,1001,45,53
All polls,01/01/2020,06/09/2019,06/12/2019,HarrisX,3006,44,56
All polls,01/01/2020,06/10/2019,06/11/2019,YouGov,1000,44,51
All polls,01/01/2020,06/10/2019,06/11/2019,Ipsos,1119,40,57
All polls,01/01/2020,06/11/2019,6/13/2019,Rasmussen Reports/Pulse Opinion Research,1500,51,47
All polls,01/01/2020,06/11/2019,06/12/2019,YouGov,1000,45,47
All polls,01/01/2020,06/10/2019,6/13/2019,HarrisX,3004,45,55
All polls,01/01/2020,06/11/2019,6/14/2019,HarrisX,3004,46,54
All polls,01/01/2020,06/12/2019,6/14/2019,YouGov,1000,43,50
All polls,01/01/2020,06/11/2019,6/15/2019,Suffolk University,1000,48.7,48.1
All polls,01/01/2020,06/12/2019,6/16/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,6/13/2019,6/14/2019,YouGov,1000,43,51
All polls,01/01/2020,06/12/2019,6/15/2019,HarrisX,3000,45,55
All polls,01/01/2020,6/13/2019,6/17/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,6/14/2019,6/16/2019,Morning Consult,1992,41,54
All polls,01/01/2020,06/12/2019,6/17/2019,Monmouth University,751,41,50
All polls,01/01/2020,6/13/2019,6/17/2019,Morning Consult,2200,40,55
All polls,01/01/2020,6/13/2019,6/17/2019,Morning Consult,2200,40,55
All polls,01/01/2020,6/13/2019,6/17/2019,AP-NORC,1116,38,60
All polls,01/01/2020,6/13/2019,6/16/2019,HarrisX,3000,44,56
All polls,01/01/2020,6/14/2019,6/17/2019,YouGov,1000,42,51
All polls,01/01/2020,6/15/2019,6/16/2019,YouGov,1000,41,51
All polls,01/01/2020,6/14/2019,6/17/2019,HarrisX,3004,44,56
All polls,01/01/2020,6/15/2019,6/18/2019,HarrisX,3006,45,55
All polls,01/01/2020,6/16/2019,6/18/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,50
All polls,01/01/2020,6/16/2019,6/18/2019,YouGov,1500,43,49
All polls,01/01/2020,6/16/2019,6/17/2019,YouGov,1000,42,51
All polls,01/01/2020,6/16/2019,6/19/2019,HarrisX,3004,45,55
All polls,01/01/2020,6/17/2019,6/19/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,6/17/2019,6/18/2019,YouGov,1000,43,49
All polls,01/01/2020,6/17/2019,6/18/2019,Ipsos,1027,41,57
All polls,01/01/2020,6/14/2019,6/21/2019,HarrisX,7007,45,55
All polls,01/01/2020,6/17/2019,6/20/2019,American Research Group,1100,42,55
All polls,01/01/2020,6/18/2019,6/19/2019,YouGov,1000,45,50
All polls,01/01/2020,6/18/2019,6/20/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,6/17/2019,6/20/2019,HarrisX,3003,45,55
All polls,01/01/2020,6/19/2019,6/20/2019,YouGov,1000,43,48
All polls,01/01/2020,6/18/2019,6/21/2019,HarrisX,3001,46,54
All polls,01/01/2020,6/19/2019,6/22/2019,HarrisX,3000,45,55
All polls,01/01/2020,6/19/2019,6/23/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,6/20/2019,6/21/2019,YouGov,1000,42,51
All polls,01/01/2020,6/18/2019,6/24/2019,McLaughlin & Associates,1000,47,51
All polls,01/01/2020,6/20/2019,6/23/2019,Morning Consult,1996,41,55
All polls,01/01/2020,6/20/2019,6/23/2019,HarrisX,3000,46,54
All polls,01/01/2020,6/21/2019,6/22/2019,YouGov,1000,42,50
All polls,01/01/2020,6/20/2019,6/24/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,6/20/2019,6/23/2019,Morning Consult,2200,42,52
All polls,01/01/2020,6/21/2019,6/24/2019,Morning Consult,1991,43,54
All polls,01/01/2020,6/22/2019,6/23/2019,YouGov,1000,40,53
All polls,01/01/2020,6/21/2019,6/24/2019,Emerson College,1096,42.7,48.3
All polls,01/01/2020,6/21/2019,6/24/2019,HarrisX,3005,46,54
All polls,01/01/2020,6/22/2019,6/25/2019,YouGov,1500,42,48
All polls,01/01/2020,6/20/2019,6/27/2019,IBD/TIPP,900,43,49
All polls,01/01/2020,6/23/2019,6/24/2019,YouGov,1000,43,51
All polls,01/01/2020,6/22/2019,6/25/2019,HarrisX,3004,47,53
All polls,01/01/2020,6/23/2019,6/25/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,6/19/2019,6/30/2019,Gallup,1018,41,54
All polls,01/01/2020,6/21/2019,6/28/2019,HarrisX,7008,45,55
All polls,01/01/2020,6/24/2019,6/25/2019,Ipsos,1115,41,55
All polls,01/01/2020,6/24/2019,6/25/2019,YouGov,1000,43,50
All polls,01/01/2020,6/23/2019,6/26/2019,HarrisX,3003,45,55
All polls,01/01/2020,6/24/2019,6/26/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,6/25/2019,6/26/2019,YouGov,1000,40,53
All polls,01/01/2020,6/25/2019,6/27/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,6/25/2019,6/26/2019,HarrisX,1000,45,55
All polls,01/01/2020,6/24/2019,6/27/2019,HarrisX,3003,46,54
All polls,01/01/2020,6/26/2019,6/27/2019,YouGov,1000,44,48
All polls,01/01/2020,6/25/2019,6/28/2019,HarrisX,3001,44,56
All polls,01/01/2020,6/26/2019,6/29/2019,HarrisX,3000,45,55
All polls,01/01/2020,6/26/2019,6/29/2019,Harris Poll,2182,44,56
All polls,01/01/2020,6/27/2019,6/28/2019,YouGov,1000,42,52
All polls,01/01/2020,6/26/2019,6/30/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,6/28/2019,6/30/2019,CNN/SSRS,1613,43,52
All polls,01/01/2020,6/27/2019,6/30/2019,HarrisX,3000,45,55
All polls,01/01/2020,6/28/2019,6/29/2019,YouGov,1000,41,51
All polls,01/01/2020,6/27/2019,07/01/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,6/28/2019,07/01/2019,ABC News/Washington Post,1008,44,53
All polls,01/01/2020,6/29/2019,07/01/2019,Morning Consult,1538,42.5,53
All polls,01/01/2020,6/29/2019,07/01/2019,Morning Consult,1860,37,57
All polls,01/01/2020,6/29/2019,6/30/2019,YouGov,1000,40,53
All polls,01/01/2020,6/29/2019,07/01/2019,Morning Consult,2200,41,54
All polls,01/01/2020,6/28/2019,07/02/2019,Ipsos,2221,41,55
All polls,01/01/2020,6/28/2019,07/01/2019,HarrisX,3002,46,54
All polls,01/01/2020,6/30/2019,07/01/2019,YouGov,1000,42,51
All polls,01/01/2020,6/29/2019,07/02/2019,HarrisX,3000,46,54
All polls,01/01/2020,6/30/2019,07/02/2019,YouGov,1500,41,49
All polls,01/01/2020,6/30/2019,07/02/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,07/01/2019,07/02/2019,Morning Consult,2200,41,53
All polls,01/01/2020,07/01/2019,07/02/2019,YouGov,1000,44,49
All polls,01/01/2020,6/30/2019,07/03/2019,HarrisX,3000,47,53
All polls,01/01/2020,07/01/2019,07/04/2019,HarrisX,3000,46,54
All polls,01/01/2020,07/02/2019,07/03/2019,YouGov,1000,42,51
All polls,01/01/2020,07/01/2019,07/07/2019,SurveyMonkey,2662,46,51
All polls,01/01/2020,07/02/2019,07/05/2019,HarrisX,3002,45,55
All polls,01/01/2020,07/04/2019,07/04/2019,YouGov,1000,42,50
All polls,01/01/2020,07/04/2019,07/05/2019,YouGov,1000,45,49
All polls,01/01/2020,07/03/2019,07/07/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,07/03/2019,07/06/2019,HarrisX,3000,45,55
All polls,01/01/2020,07/03/2019,07/08/2019,Public Policy Polling,604,42,52
All polls,01/01/2020,07/04/2019,07/07/2019,HarrisX,3000,45,55
All polls,01/01/2020,07/05/2019,07/06/2019,YouGov,1000,43,51
All polls,01/01/2020,07/04/2019,07/08/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,51
All polls,01/01/2020,07/06/2019,07/07/2019,YouGov,1000,42,52
All polls,01/01/2020,07/06/2019,07/08/2019,Emerson College,1100,44.2,47.9
All polls,01/01/2020,07/05/2019,07/08/2019,HarrisX,3006,45,55
All polls,01/01/2020,07/01/2019,07/12/2019,Gallup,1525,44,51
All polls,01/01/2020,07/07/2019,07/09/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,50
All polls,01/01/2020,07/07/2019,07/09/2019,NBC News/Wall Street Journal,800,45,52
All polls,01/01/2020,07/07/2019,07/08/2019,YouGov,1000,43,51
All polls,01/01/2020,07/06/2019,07/09/2019,HarrisX,3006,45,55
All polls,01/01/2020,07/07/2019,07/09/2019,YouGov,1500,40,51
All polls,01/01/2020,07/07/2019,07/10/2019,HarrisX,3005,45,55
All polls,01/01/2020,07/08/2019,07/10/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,07/05/2019,07/12/2019,HarrisX,7009,46,54
All polls,01/01/2020,07/02/2019,7/16/2019,SurveyMonkey,13553,48,51
All polls,01/01/2020,07/08/2019,07/10/2019,Morning Consult,2200,38,56
All polls,01/01/2020,07/08/2019,07/09/2019,Ipsos,1115,41,54
All polls,01/01/2020,07/08/2019,07/09/2019,YouGov,1000,41,52
All polls,01/01/2020,07/08/2019,07/09/2019,HarrisX,1001,47,53
All polls,01/01/2020,07/09/2019,07/10/2019,YouGov,1000,43,50
All polls,01/01/2020,07/08/2019,07/11/2019,HarrisX,3003,46,54
All polls,01/01/2020,07/09/2019,07/11/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,07/11/2019,07/11/2019,YouGov,1000,45,49
All polls,01/01/2020,07/09/2019,07/12/2019,HarrisX,3002,46,54
All polls,01/01/2020,07/11/2019,07/12/2019,Morning Consult,2201,41,53
All polls,01/01/2020,07/10/2019,7/13/2019,HarrisX,3000,47,53
All polls,01/01/2020,07/10/2019,7/14/2019,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,07/10/2019,7/14/2019,GBAO,1200,42,57
All polls,01/01/2020,07/11/2019,07/12/2019,YouGov,1000,42,49
All polls,01/01/2020,07/12/2019,7/13/2019,YouGov,1000,43,51
All polls,01/01/2020,07/12/2019,7/14/2019,Morning Consult,2200,38,56
All polls,01/01/2020,07/11/2019,7/14/2019,Global Strategy Group/GBAO,1122,43,56
All polls,01/01/2020,07/11/2019,7/15/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,07/11/2019,7/14/2019,HarrisX,3000,47,53
All polls,01/01/2020,07/12/2019,7/15/2019,HarrisX,3003,47,53
All polls,01/01/2020,7/13/2019,7/14/2019,YouGov,1000,42,51
All polls,01/01/2020,7/14/2019,7/16/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,7/13/2019,7/16/2019,HarrisX,3000,47,53
All polls,01/01/2020,7/14/2019,7/16/2019,YouGov,1500,44,48
All polls,01/01/2020,7/14/2019,7/15/2019,YouGov,1000,43,50
All polls,01/01/2020,7/14/2019,7/17/2019,HarrisX,3003,46,54
All polls,01/01/2020,7/15/2019,7/17/2019,Marist College,1346,44,52
All polls,01/01/2020,7/15/2019,7/16/2019,Ipsos,1113,41,55
All polls,01/01/2020,7/15/2019,7/17/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,7/15/2019,7/16/2019,YouGov,1000,41,53
All polls,01/01/2020,7/16/2019,7/18/2019,Morning Consult,2201,39,56
All polls,01/01/2020,7/16/2019,7/18/2019,Morning Consult,2201,42,53
All polls,01/01/2020,7/16/2019,7/17/2019,YouGov,1000,42,52
All polls,01/01/2020,7/16/2019,7/18/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,48
All polls,01/01/2020,7/15/2019,7/18/2019,HarrisX,3003,46,54
All polls,01/01/2020,7/17/2019,7/18/2019,YouGov,1000,43,50
All polls,01/01/2020,7/16/2019,7/19/2019,HarrisX,3000,48,52
All polls,01/01/2020,7/17/2019,7/20/2019,HarrisX,3000,48,52
All polls,01/01/2020,7/17/2019,7/21/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,7/17/2019,7/20/2019,American Research Group,1100,41,56
All polls,01/01/2020,7/18/2019,7/19/2019,YouGov,1000,42,52
All polls,01/01/2020,7/16/2019,7/22/2019,Ipsos,4436,43,54
All polls,01/01/2020,7/19/2019,7/20/2019,YouGov,1000,41,52
All polls,01/01/2020,7/19/2019,7/21/2019,Morning Consult,2200,42,53
All polls,01/01/2020,7/18/2019,7/21/2019,HarrisX,3000,47,53
All polls,01/01/2020,7/19/2019,7/21/2019,Morning Consult,2198,38,56
All polls,01/01/2020,7/18/2019,7/22/2019,Rasmussen Reports/Pulse Opinion Research,1500,50,49
All polls,01/01/2020,7/19/2019,7/22/2019,HarrisX,3004,46,54
All polls,01/01/2020,7/18/2019,7/23/2019,Kaiser Family Foundation,1196,44,52
All polls,01/01/2020,7/20/2019,7/21/2019,YouGov,1000,43,51
All polls,01/01/2020,7/20/2019,7/21/2019,HarrisX,1003,46,54
All polls,01/01/2020,7/21/2019,7/23/2019,Fox News,1004,46,51
All polls,01/01/2020,7/21/2019,7/23/2019,YouGov,1500,41,51
All polls,01/01/2020,7/21/2019,7/23/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,7/20/2019,7/23/2019,HarrisX,3015,46,54
All polls,01/01/2020,7/21/2019,7/22/2019,YouGov,1000,41,53
All polls,01/01/2020,7/15/2019,7/31/2019,Gallup,3038,42,54
All polls,01/01/2020,7/22/2019,7/23/2019,YouGov,1000,43,49
All polls,01/01/2020,7/19/2019,7/26/2019,HarrisX,7016,46,54
All polls,01/01/2020,7/22/2019,7/23/2019,Ipsos,1118,41,56
All polls,01/01/2020,07/09/2019,08/05/2019,Washington Post/Kaiser Family Foundation,2293,37,63
All polls,01/01/2020,7/18/2019,7/28/2019,GQR Research,1700,42,54
All polls,01/01/2020,7/22/2019,7/24/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,7/21/2019,7/24/2019,HarrisX,3012,46,54
All polls,01/01/2020,7/23/2019,7/25/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,7/23/2019,7/24/2019,YouGov,1000,41,52
All polls,01/01/2020,7/22/2019,7/25/2019,HarrisX,3012,45,55
All polls,01/01/2020,7/24/2019,7/25/2019,YouGov,1000,41,54
All polls,01/01/2020,7/25/2019,7/25/2019,Morning Consult,2202,40,57
All polls,01/01/2020,7/23/2019,7/26/2019,HarrisX,3001,46,54
All polls,01/01/2020,7/24/2019,7/27/2019,HarrisX,3000,46,54
All polls,01/01/2020,7/25/2019,7/27/2019,Morning Consult,2201,42,52
All polls,01/01/2020,7/23/2019,7/28/2019,McLaughlin & Associates,1000,46,53
All polls,01/01/2020,7/24/2019,7/28/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,7/25/2019,7/26/2019,YouGov,1000,40,53
All polls,01/01/2020,7/25/2019,7/28/2019,Quinnipiac University,1306,40,54
All polls,01/01/2020,7/25/2019,7/28/2019,HarrisX,3000,46,54
All polls,01/01/2020,7/23/2019,7/31/2019,Morning Consult,6599,40,55
All polls,01/01/2020,7/25/2019,7/29/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,7/26/2019,7/27/2019,YouGov,1000,43,51
All polls,01/01/2020,7/26/2019,7/29/2019,HarrisX,3002,47,53
All polls,01/01/2020,7/27/2019,7/28/2019,YouGov,1000,42,53
All polls,01/01/2020,7/27/2019,7/29/2019,Emerson College,1233,45.3,46.1
All polls,01/01/2020,7/28/2019,7/30/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
All polls,01/01/2020,7/28/2019,7/29/2019,YouGov,1000,44,52
All polls,01/01/2020,7/22/2019,08/04/2019,Pew Research Center,4175,40,59
All polls,01/01/2020,7/27/2019,7/30/2019,YouGov Blue,1009,43,55
All polls,01/01/2020,7/25/2019,08/01/2019,IBD/TIPP,902,40,56
All polls,01/01/2020,7/27/2019,7/30/2019,HarrisX,3003,47,53
All polls,01/01/2020,7/27/2019,7/30/2019,YouGov,1500,41,52
All polls,01/01/2020,7/28/2019,7/31/2019,HarrisX,3003,47,53
All polls,01/01/2020,7/29/2019,7/30/2019,Ipsos,1115,39,57
All polls,01/01/2020,7/26/2019,08/02/2019,HarrisX,7004,46,54
All polls,01/01/2020,7/29/2019,7/31/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,7/29/2019,7/30/2019,YouGov,1000,46,48
All polls,01/01/2020,7/29/2019,08/01/2019,HarrisX,3000,47,53
All polls,01/01/2020,7/30/2019,08/01/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,7/30/2019,7/31/2019,YouGov,1000,40,53
All polls,01/01/2020,08/01/2019,08/01/2019,YouGov,1000,43,52
All polls,01/01/2020,7/31/2019,08/01/2019,Harris Poll,2214,45,55
All polls,01/01/2020,7/30/2019,08/02/2019,HarrisX,3000,46,54
All polls,01/01/2020,08/01/2019,08/02/2019,YouGov,1000,41,53
All polls,01/01/2020,7/31/2019,08/03/2019,HarrisX,3000,46,54
All polls,01/01/2020,7/31/2019,08/04/2019,Rasmussen Reports/Pulse Opinion Research,1500,48,50
All polls,01/01/2020,08/01/2019,08/03/2019,Morning Consult,2200,43,52
All polls,01/01/2020,08/01/2019,08/03/2019,Morning Consult,2200,43,52
All polls,01/01/2020,08/01/2019,08/03/2019,Morning Consult,2200,39,56
All polls,01/01/2020,08/01/2019,08/05/2019,Ipsos,2129,41,54
All polls,01/01/2020,08/02/2019,08/03/2019,YouGov,1000,44,50
All polls,01/01/2020,08/01/2019,08/04/2019,HarrisX,3000,47,53
All polls,01/01/2020,08/01/2019,08/05/2019,Rasmussen Reports/Pulse Opinion Research,1500,49,49
All polls,01/01/2020,08/03/2019,08/04/2019,YouGov,1000,41,52
All polls,01/01/2020,08/02/2019,08/05/2019,HarrisX,3001,47,53
All polls,01/01/2020,08/03/2019,08/06/2019,YouGov,1500,41,49
All polls,01/01/2020,08/04/2019,08/05/2019,YouGov,1000,41,54
All polls,01/01/2020,08/03/2019,08/06/2019,HarrisX,3002,47,53
All polls,01/01/2020,08/04/2019,08/06/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,08/04/2019,08/07/2019,HarrisX,3001,46,54
All polls,01/01/2020,08/02/2019,08/09/2019,HarrisX,7002,47,53
All polls,01/01/2020,08/05/2019,08/07/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,51
All polls,01/01/2020,08/05/2019,08/07/2019,Morning Consult,1960,41,55
All polls,01/01/2020,08/05/2019,08/06/2019,YouGov,1000,40,53
All polls,01/01/2020,08/05/2019,08/06/2019,HarrisX,1001,45,55
All polls,01/01/2020,08/06/2019,08/08/2019,Rasmussen Reports/Pulse Opinion Research,1500,47,52
